;Модель;Год;Цена;Пробег;Регион;Дата;Рейтинг;Объем;Мощность;Коробка;Тип двигателя;Топливо;Привод;Разгон;Страна марки;Количество дверей;Количество мест;Длина;Ширина;Высота;Колёсная база;Объем багажника мин/макс, л;Снаряженная масса, кг;Коробка передач;Количество передач;Тип привода;Тип передней подвески;Тип задней подвески;Передние тормоза;Задние тормоза;Максимальная скорость, км/ч;Разгон до 100 км/ч, с;Марка топлива;Расположение двигателя;Объем двигателя, см³;Тип наддува;Максимальная мощность, л.с./кВт при об/мин;Максимальный крутящий момент, Н*м при об/мин;Расположение цилиндров;Количество цилиндров;Число клапанов на цилиндр;Система питания двигателя;Степень сжатия;Диаметр цилиндра и ход поршня, мм
62; Nissan X-Trail III Рестайлинг  ; 2017 ; 1 580 000 ; 12 100 ;" Сухиничи
"; 23 апреля; 4,3; 2.5 л; 171 л.с.; вариатор; бензин; АИ-95; полный; 10.5 с; Япония; 5; 5; 4690; 1820; 1700; 2705; 565/1996; 1659; вариатор;; полный; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 190; 10.5; АИ-95; переднее, поперечное; 2488; нет; 171 / 126 при 6000; 233 при 4000; рядное; 4; 4; распределенный впрыск (многоточечный); 10; 89 × 100
63; Nissan X-Trail II Рестайлинг  ; 2013 ; 799 000 ; 74 000 ;" Москва
"; 23 апреля; 4,5; 2.0 л; 141 л.с.; механика; бензин; АИ-95; полный; 11.1 с; Япония; 5; 5; 4636; 1790; 1700; 2630; 479/1773; 1482; механика; 6; полный; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые вентилируемые; 181; 11.1; АИ-95; переднее, поперечное; 1997; нет; 141 / 104 при 6000; 196 при 4800; рядное; 4; 4; распределенный впрыск (многоточечный);; 
64; Nissan Murano I (Z50)  ; 2003 ; 520 000 ; 192 000 ;" Москва
"; 24 апреля; 4,2; 3.5 л; 248 л.с.; вариатор; бензин; АИ-95; полный; 8.5 с; Япония; 5; 5; 4770; 1880; 1705; 2825; 438/877; 1845; вариатор;; полный; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые вентилируемые;; 8.5; АИ-95; переднее, поперечное; 3498; нет; 248 / 182 при 5800; 333 при 4400; V-образное; 6; 4; распределенный впрыск (многоточечный); 10.3; 95.5 × 81.4
65; Nissan X-Trail II  ; 2009 ; 650 000 ; 151 000 ;" Йошкар-Ола
"; 23 апреля; 4,3; 2.0 л; 140 л.с.; вариатор; бензин; АИ-95; полный; 11.9 с; Япония; 5; 5; 4630; 1785; 1685; 2630; 603/1773; 1515; вариатор;; полный; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 172; 11.9; АИ-95; переднее, поперечное; 1997; нет; 140 / 104 при 6000; 196 при 4800; рядное; 4; 4; распределенный впрыск (многоточечный); 10.2; 84 × 90.1
66; Nissan Note I  ; 2007 ; 352 000 ; 120 000 ;" Москва
"; 17 февраля; 4,1; 1.6 л; 110 л.с.; автомат; бензин; АИ-95; передний; 11.7 с; Япония; 5; 5; 4083; 1690; 1550; 2600; 280/1332; 1135; автомат; 4; передний; независимая, пружинная; полунезависимая, пружинная; дисковые вентилируемые; барабанные; 174; 11.7; АИ-95; переднее, поперечное; 1598; нет; 110 / 81 при 6000; 153 при 4400; рядное; 4; 4; распределенный впрыск (многоточечный); 10.7; 78 × 83.6
67; Nissan Murano I (Z50)  ; 2007 ; 450 000 ; 123 810 ;" Саратов
"; 23 февраля; 4,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68; Nissan Murano I (Z50)  ; 2006 ; 404 000 ; 199 800 ;" Рязань
"; 20 января; 4,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
69; Nissan Juke I  ; 2014 ; 791 000 ; 49 320 ;" Москва
"; 23 апреля; 4,2; 1.6 л; 117 л.с.; вариатор; бензин; АИ-95; передний; 11.5 с; Япония; 5; 5; 4135; 1765; 1565; 2530; 251/830; 1225; вариатор;; передний; независимая, пружинная; полунезависимая, пружинная; дисковые вентилируемые; дисковые; 170; 11.5; АИ-95; переднее, поперечное; 1598; нет; 117 / 86 при 6000; 158 при 4000; рядное; 4; 4; распределенный впрыск (многоточечный); 10.7; 78 × 83.6
70; Nissan Qashqai II  ; 2014 ; 980 000 ; 42 680 ;" Москва
"; 23 апреля; 4,6; 2.0 л; 144 л.с.; вариатор; бензин; АИ-95; передний; 10.1 с; Япония; 5; 5; 4377; 1806; 1590; 2646; 430/1585; 1404; вариатор;; передний; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 184; 10.1; АИ-95; переднее, поперечное; 1997; нет; 144 / 106 при 6000; 200 при 4400; рядное; 4; 4; непосредственный впрыск (прямой); 11.2; 80.4 × 90.1
71; Nissan Note I  ; 2007 ; 344 000 ; 98 693 ;" Серпухов
"; 23 апреля; 4,1; 1.6 л; 110 л.с.; автомат; бензин; АИ-95; передний; 11.7 с; Япония; 5; 5; 4083; 1690; 1550; 2600; 280/1332; 1135; автомат; 4; передний; независимая, пружинная; полунезависимая, пружинная; дисковые вентилируемые; барабанные; 174; 11.7; АИ-95; переднее, поперечное; 1598; нет; 110 / 81 при 6000; 153 при 4400; рядное; 4; 4; распределенный впрыск (многоточечный); 10.7; 78 × 83.6
72; Nissan X-Trail I  ; 2006 ; 490 000 ; 226 898 ;" Москва
"; 23 апреля; 4,1; 2.0 л; 140 л.с.; механика; бензин; АИ-95; полный; 11.3 с; Япония; 5; 5; 4510; 1765; 1675; 2625; 410/1841; 1430; механика; 5; полный; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 177; 11.3; АИ-95; переднее, поперечное; 1998; нет; 140 / 103 при 6000; 192 при 4000; рядное; 4; 4; распределенный впрыск (многоточечный); 9.9; 89 × 80.3
73; Nissan Pathfinder III  ; 2008 ; 780 000 ; 325 000 ;" Санкт-Петербург и Ленинградская область
"; 23 апреля; 4,2; 2.5 л; 174 л.с.; автомат; дизель; ДТ; полный; 12.5 с; Япония; 5; 5, 7; 4890; 1850; 1839; 2850; 515/2091; 2195; автомат; 5; полный; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 174; 12.5; ДТ; переднее, продольное; 2488; турбонаддув; 174 / 128 при 4000; 403 при 2000; рядное; 4; 4; двигатель с неразделенными камерами сгорания (непосредственный впрыск топлива); 16.5; 89 × 100
74; Nissan Qashqai I Рестайлинг  ; 2011 ; 790 000 ; 66 500 ;" Иваново
"; 23 апреля; 4,1; 2.0 л; 141 л.с.; вариатор; бензин; АИ-95; полный; 11.3 с; Япония; 5; 5; 4330; 1780; 1615; 2630; 400/1513; 1454; вариатор;; полный; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 181; 11.3; АИ-95; переднее, поперечное; 1997; нет; 141 / 104 при 6000; 196 при 4800; рядное; 4; 4; распределенный впрыск (многоточечный); 10.2; 84 × 90.1
75; Nissan Primera III (P12)  ; 2002 ; 210 000 ; 212 000 ;" Старый Оскол
"; 23 апреля; 4,1; 1.8 л; 116 л.с.; механика; бензин; АИ-95; передний; 11.9 с; Япония; 4; 5; 4567; 1760; 1482; 2680; 450/460; 1300; механика; 5; передний; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 194; 11.9; АИ-95;; 1796; нет; 116 / 85 при 5600; 163 при 4000; рядное; 4; 4; распределенный впрыск (многоточечный); 9.5; 80 × 88
76; Nissan Pathfinder III  ; 2008 ; 799 000 ; 112 700 ;" Москва и Московская область
"; 23 апреля; 4,2; 2.5 л; 174 л.с.; автомат; дизель; ДТ; полный; 12.5 с; Япония; 5; 5, 7; 4890; 1850; 1839; 2850; 515/2091; 2195; автомат; 5; полный; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 174; 12.5; ДТ; переднее, продольное; 2488; турбонаддув; 174 / 128 при 4000; 403 при 2000; рядное; 4; 4; двигатель с неразделенными камерами сгорания (непосредственный впрыск топлива); 16.5; 89 × 100
77; Nissan Pathfinder III  ; 2007 ; 800 000 ; 134 900 ;" Москва
"; 23 апреля; 4,2; 2.5 л; 174 л.с.; механика; дизель; ДТ; полный; 12.3 с; Япония; 5; 5, 7; 4890; 1850; 1839; 2850; 515/2091; 2135; механика; 6; полный; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 175; 12.3; ДТ; переднее, продольное; 2488; турбонаддув; 174 / 128 при 4000; 403 при 2000; рядное; 4; 4; двигатель с неразделенными камерами сгорания (непосредственный впрыск топлива); 16.5; 89 × 100
78; Nissan Almera Classic I  ; 2007 ; 250 000 ; 172 000 ;" Санкт-Петербург
"; 23 апреля; 4,0; 1.6 л; 107 л.с.; механика; бензин; АИ-95; передний; 12.1 с; Япония; 4; 5; 4510; 1710; 1440; 2535; 460; 1160; механика; 5; передний; независимая, пружинная; полунезависимая, пружинная; дисковые вентилируемые; барабанные; 184; 12.1; АИ-95; переднее, поперечное; 1596; нет; 107 / 79 при 6000; 146 при 3600; рядное; 4; 4; распределенный впрыск (многоточечный); 9.5; 76 × 88
79; Nissan Juke I  ; 2012 ; 620 000 ; 73 000 ;" Санкт-Петербург
"; 23 апреля; 4,2; 1.6 л; 117 л.с.; вариатор; бензин; АИ-95; передний; 11.5 с; Япония; 5; 5; 4135; 1765; 1565; 2530; 251/830; 1225; вариатор;; передний; независимая, пружинная; полунезависимая, пружинная; дисковые вентилируемые; дисковые; 170; 11.5; АИ-95; переднее, поперечное; 1598; нет; 117 / 86 при 6000; 158 при 4000; рядное; 4; 4; распределенный впрыск (многоточечный); 10.7; 78 × 83.6
80; Nissan Serena IV (C26)  ; 2011 ; 849 000 ; 53 000 ;" Москва
"; 24 апреля;  ; 2.0 л; 147 л.с.; вариатор; бензин; АИ-92; передний;; Япония; 5; 8; 4685; 1695; 1865; 2860; ; 1630; вариатор;; передний; независимая, пружинная; полунезависимая, торсионная; дисковые вентилируемые; дисковые;;; АИ-92; переднее, поперечное; 1997; нет; 147 / 108 при 5600; 210 при 4400; рядное; 4; 4; непосредственный впрыск (прямой);; 
81; Nissan Tiida I  ; 2005 ; 355 000 ; 155 000 ;" Москва
"; 24 апреля; 4,1; 1.5 л; 109 л.с.; автомат; бензин; АИ-92; полный;; Япония; 5; 5; 4205; 1695; 1535; 2600; 272/463; 1230; автомат; 4; полный; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; барабанные;;; АИ-92; переднее, поперечное; 1498; нет; 109 / 80 при 6000; 148 при 4400; рядное; 4; 4; распределенный впрыск (многоточечный); 10.5; 78 × 78.4
82; Nissan Skyline IX (R33)  ; 1994 ; 200 000 ; 299 999 ;" Владимир
"; 24 апреля; 4,3; 2.5 л; 190 л.с.; механика; бензин; АИ-95; полный;; Япония; 2; 4; 4545; 1755; 1090; 2615; ; 1450; механика; 5; полный; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые;;; АИ-95;; 2499; нет; 190 / 140 при —;; рядное; 6; 4; распределенный впрыск (многоточечный); 10; 86 × 71.7
